snapshot_date,axis,keyword,search_index
2026-03-28,saude-mental,solidão,25
2026-03-28,saude-mental,stress,41
2026-03-28,saude-mental,stress,42
2026-03-28,saude-mental,suicídio,21
2026-03-28,saude-mental,suicídio,22
2026-03-28,menopausa,suores noturnos,7
2026-03-28,menopausa,suores noturnos,7
2026-03-28,alimentacao,suplementos alimentares,11
2026-03-28,alimentacao,suplementos alimentares,12
2026-03-28,saude-mental,TDAH adulto,2
2026-03-28,saude-mental,TDAH adulto,2
2026-03-28,menopausa,terapia hormonal,48
2026-03-28,menopausa,terapia hormonal,49
2026-03-28,saude-mental,terapia online,29
2026-03-28,saude-mental,terapia online,34
2026-03-28,alimentacao,ultraprocessados,1
2026-03-28,alimentacao,ultraprocessados,1
2026-03-28,emergentes,vírus nipah,1
2026-03-28,emergentes,vírus nipah,1
2026-03-29,alimentacao,açúcar e saúde,38
2026-03-29,saude-mental,alcoolismo,53
2026-03-29,alimentacao,alergias alimentares,1
2026-03-29,alimentacao,alimentação plant-based,1
2026-03-29,saude-mental,alzheimer,52
2026-03-29,alimentacao,anemia,57
2026-03-29,saude-mental,anorexia nervosa,2
2026-03-29,saude-mental,ansiedade,56
2026-03-29,saude-mental,automutilação,19
2026-03-29,emergentes,avc,50
2026-03-29,saude-mental,burnout,25
2026-03-29,emergentes,calor extremo e saúde,1
2026-03-29,menopausa,cancro da mama,58
2026-03-29,emergentes,candida auris,1
2026-03-29,menopausa,candidíase,28
2026-03-29,alimentacao,colesterol alto,35
2026-03-29,saude-mental,competências socioemocionais,28
2026-03-29,saude-mental,demência,27
2026-03-29,emergentes,dengue europa,43
2026-03-29,saude-mental,dependências,1
2026-03-29,saude-mental,depressão,8
2026-03-29,saude-mental,desinstitucionalização saúde mental,1
2026-03-29,alimentacao,diabetes tipo 2,74
2026-03-29,alimentacao,dieta cetogénica,1
2026-03-29,alimentacao,dieta mediterrânica,5
2026-03-29,alimentacao,doença celíaca,12
2026-03-29,emergentes,doenças cardiovasculares,14
2026-03-29,menopausa,doenças da tiroide,1
2026-03-29,menopausa,endometriose,44
2026-03-29,saude-mental,enxaqueca,61
2026-03-29,saude-mental,equipas comunitárias saúde mental,1
2026-03-29,menopausa,fitoterapia menopausa,1
2026-03-29,saude-mental,fobia social,1
2026-03-29,emergentes,gripe aviária H5N1,1
2026-03-29,menopausa,incontinência urinária,67
2026-03-29,saude-mental,insónia,83
2026-03-29,alimentacao,intolerância à lactose,1
2026-03-29,alimentacao,intolerância ao glúten,1
2026-03-29,alimentacao,jejum intermitente,24
2026-03-29,menopausa,libido menopausa,1
2026-03-29,saude-mental,literacia em saúde mental,1
2026-03-29,emergentes,long covid,10
2026-03-29,emergentes,lúpus,9
2026-03-29,menopausa,menopausa masculina,8
2026-03-29,menopausa,menopausa precoce,1
2026-03-29,menopausa,menopausa sintomas,18
2026-03-29,emergentes,microplásticos sangue,1
2026-03-29,emergentes,mpox portugal,1
2026-03-29,alimentacao,obesidade infantil,1
2026-03-29,menopausa,osteoporose,55
2026-03-29,saude-mental,pânico,32
2026-03-29,saude-mental,perturbação bipolar,1
2026-03-29,saude-mental,perturbação obsessivo-compulsiva,1
2026-03-29,saude-mental,perturbações do espectro do autismo,1
2026-03-29,menopausa,peso na menopausa,1
2026-03-29,emergentes,poluição e saúde,1
2026-03-29,alimentacao,pré-diabetes,1
2026-03-29,saude-mental,prevenção suicídio,1
2026-03-29,saude-mental,PTSD,17
2026-03-29,saude-mental,reabilitação psicossocial,1
2026-03-29,alimentacao,refluxo gastroesofágico,42
2026-03-29,emergentes,resistência antibióticos,24
2026-03-29,emergentes,sarampo surto,1
2026-03-29,saude-mental,saúde mental ensino superior,1
2026-03-29,saude-mental,saúde mental escolar,1
2026-03-29,saude-mental,saúde mental jovens,1
2026-03-29,saude-mental,saúde mental no trabalho,1
2026-03-29,saude-mental,saúde mental sem-abrigo,1
2026-03-29,menopausa,secura vaginal,57
2026-03-29,emergentes,sepsis,43
2026-03-29,alimentacao,síndrome de intestino irritável,1
2026-03-29,menopausa,síndrome do ovário poliquístico,1
2026-03-29,saude-mental,solidão,23
2026-03-29,saude-mental,stress,44
2026-03-29,saude-mental,suicídio,18
2026-03-29,menopausa,suores noturnos,8
2026-03-29,alimentacao,suplementos alimentares,13
2026-03-29,saude-mental,TDAH adulto,2
2026-03-29,menopausa,terapia hormonal,51
2026-03-29,saude-mental,terapia online,30
2026-03-29,alimentacao,ultraprocessados,1
2026-03-29,emergentes,vírus nipah,1
2026-03-30,alimentacao,açúcar e saúde,33
2026-03-30,alimentacao,açúcar e saúde,38
2026-03-30,saude-mental,alcoolismo,56
2026-03-30,saude-mental,alcoolismo,67
2026-03-30,alimentacao,alergias alimentares,1
2026-03-30,alimentacao,alergias alimentares,2
2026-03-30,alimentacao,alimentação plant-based,1
2026-03-30,alimentacao,alimentação plant-based,1
2026-03-30,saude-mental,alzheimer,45
2026-03-30,saude-mental,alzheimer,57
2026-03-30,alimentacao,anemia,46
2026-03-30,alimentacao,anemia,61
2026-03-30,saude-mental,anorexia nervosa,1
2026-03-30,saude-mental,anorexia nervosa,2
2026-03-30,saude-mental,ansiedade,62
2026-03-30,saude-mental,ansiedade,71
2026-03-30,saude-mental,automutilação,18
2026-03-30,saude-mental,automutilação,19
2026-03-30,emergentes,avc,42
2026-03-30,emergentes,avc,48
2026-03-30,saude-mental,burnout,22
2026-03-30,saude-mental,burnout,31
2026-03-30,emergentes,calor extremo e saúde,1
2026-03-30,emergentes,calor extremo e saúde,1
2026-03-30,menopausa,cancro da mama,48
2026-03-30,menopausa,cancro da mama,64
2026-03-30,emergentes,candida auris,1
2026-03-30,emergentes,candida auris,1
2026-03-30,menopausa,candidíase,28
2026-03-30,menopausa,candidíase,36
2026-03-30,alimentacao,colesterol alto,24
2026-03-30,alimentacao,colesterol alto,31
2026-03-30,saude-mental,competências socioemocionais,30
2026-03-30,saude-mental,competências socioemocionais,31
2026-03-30,saude-mental,demência,26
2026-03-30,saude-mental,demência,29
2026-03-30,emergentes,dengue europa,37
2026-03-30,emergentes,dengue europa,39
2026-03-30,saude-mental,dependências,1
2026-03-30,saude-mental,dependências,1
2026-03-30,saude-mental,depressão,6
2026-03-30,saude-mental,depressão,8
2026-03-30,saude-mental,desinstitucionalização saúde mental,1
2026-03-30,saude-mental,desinstitucionalização saúde mental,1
2026-03-30,alimentacao,diabetes tipo 2,21
2026-03-30,alimentacao,diabetes tipo 2,83
2026-03-30,alimentacao,dieta cetogénica,1
2026-03-30,alimentacao,dieta cetogénica,1
2026-03-30,alimentacao,dieta mediterrânica,5
2026-03-30,alimentacao,dieta mediterrânica,23
2026-03-30,alimentacao,doença celíaca,1
2026-03-30,alimentacao,doença celíaca,12
2026-03-30,emergentes,doenças cardiovasculares,1
2026-03-30,emergentes,doenças cardiovasculares,15
2026-03-30,menopausa,doenças da tiroide,1
2026-03-30,menopausa,doenças da tiroide,1
2026-03-30,menopausa,endometriose,28
2026-03-30,menopausa,endometriose,42
2026-03-30,saude-mental,enxaqueca,56
2026-03-30,saude-mental,enxaqueca,68
2026-03-30,saude-mental,equipas comunitárias saúde mental,1
2026-03-30,saude-mental,equipas comunitárias saúde mental,1
2026-03-30,menopausa,fitoterapia menopausa,1
2026-03-30,menopausa,fitoterapia menopausa,1
2026-03-30,saude-mental,fobia social,1
2026-03-30,saude-mental,fobia social,1
2026-03-30,emergentes,gripe aviária H5N1,1
2026-03-30,emergentes,gripe aviária H5N1,1
2026-03-30,menopausa,incontinência urinária,30
2026-03-30,menopausa,incontinência urinária,63
2026-03-30,saude-mental,insónia,52
2026-03-30,saude-mental,insónia,89
2026-03-30,alimentacao,intolerância à lactose,1
2026-03-30,alimentacao,intolerância à lactose,22
2026-03-30,alimentacao,intolerância ao glúten,1
2026-03-30,alimentacao,intolerância ao glúten,24
2026-03-30,alimentacao,jejum intermitente,26
2026-03-30,alimentacao,jejum intermitente,27
2026-03-30,menopausa,libido menopausa,1
2026-03-30,menopausa,libido menopausa,1
2026-03-30,saude-mental,literacia em saúde mental,1
2026-03-30,saude-mental,literacia em saúde mental,1
2026-03-30,emergentes,long covid,10
2026-03-30,emergentes,long covid,50
2026-03-30,emergentes,lúpus,8
2026-03-30,emergentes,lúpus,10
2026-03-30,menopausa,menopausa masculina,7
2026-03-30,menopausa,menopausa masculina,7
2026-03-30,menopausa,menopausa precoce,1
2026-03-30,menopausa,menopausa precoce,1
2026-03-30,menopausa,menopausa sintomas,20
2026-03-30,menopausa,menopausa sintomas,77
2026-03-30,emergentes,microplásticos sangue,1
2026-03-30,emergentes,microplásticos sangue,1
2026-03-30,emergentes,mpox portugal,1
2026-03-30,emergentes,mpox portugal,1
2026-03-30,alimentacao,obesidade infantil,1
2026-03-30,alimentacao,obesidade infantil,1
2026-03-30,menopausa,osteoporose,30
2026-03-30,menopausa,osteoporose,59
2026-03-30,saude-mental,pânico,30
2026-03-30,saude-mental,pânico,34
2026-03-30,saude-mental,perturbação bipolar,1
2026-03-30,saude-mental,perturbação bipolar,1
2026-03-30,saude-mental,perturbação obsessivo-compulsiva,1
2026-03-30,saude-mental,perturbação obsessivo-compulsiva,1
2026-03-30,saude-mental,perturbações do espectro do autismo,1
2026-03-30,saude-mental,perturbações do espectro do autismo,1
2026-03-30,menopausa,peso na menopausa,1
2026-03-30,menopausa,peso na menopausa,1
2026-03-30,emergentes,poluição e saúde,1
2026-03-30,emergentes,poluição e saúde,1
2026-03-30,alimentacao,pré-diabetes,1
2026-03-30,alimentacao,pré-diabetes,1
2026-03-30,saude-mental,prevenção suicídio,1
2026-03-30,saude-mental,prevenção suicídio,1
2026-03-30,saude-mental,PTSD,18
2026-03-30,saude-mental,PTSD,20
2026-03-30,saude-mental,reabilitação psicossocial,1
2026-03-30,saude-mental,reabilitação psicossocial,1
2026-03-30,alimentacao,refluxo gastroesofágico,35
2026-03-30,alimentacao,refluxo gastroesofágico,44
2026-03-30,emergentes,resistência antibióticos,24
2026-03-30,emergentes,resistência antibióticos,24
2026-03-30,emergentes,sarampo surto,1
2026-03-30,emergentes,sarampo surto,1
2026-03-30,saude-mental,saúde mental ensino superior,1
2026-03-30,saude-mental,saúde mental ensino superior,1
2026-03-30,saude-mental,saúde mental escolar,1
2026-03-30,saude-mental,saúde mental escolar,1
2026-03-30,saude-mental,saúde mental jovens,1
2026-03-30,saude-mental,saúde mental jovens,1
2026-03-30,saude-mental,saúde mental no trabalho,1
2026-03-30,saude-mental,saúde mental no trabalho,1
2026-03-30,saude-mental,saúde mental sem-abrigo,1
2026-03-30,saude-mental,saúde mental sem-abrigo,1
2026-03-30,menopausa,secura vaginal,29
2026-03-30,menopausa,secura vaginal,54
2026-03-30,emergentes,sepsis,33
2026-03-30,emergentes,sepsis,40
2026-03-30,alimentacao,síndrome de intestino irritável,1
2026-03-30,alimentacao,síndrome de intestino irritável,1
2026-03-30,menopausa,síndrome do ovário poliquístico,1
2026-03-30,menopausa,síndrome do ovário poliquístico,2
2026-03-30,saude-mental,solidão,25
2026-03-30,saude-mental,solidão,28
2026-03-30,saude-mental,stress,34
2026-03-30,saude-mental,stress,47
2026-03-30,saude-mental,suicídio,19
2026-03-30,saude-mental,suicídio,32
2026-03-30,menopausa,suores noturnos,2
2026-03-30,menopausa,suores noturnos,9
2026-03-30,alimentacao,suplementos alimentares,11
2026-03-30,alimentacao,suplementos alimentares,13
2026-03-30,saude-mental,TDAH adulto,1
2026-03-30,saude-mental,TDAH adulto,2
2026-03-30,menopausa,terapia hormonal,1
2026-03-30,menopausa,terapia hormonal,50
2026-03-30,saude-mental,terapia online,3
2026-03-30,saude-mental,terapia online,34
2026-03-30,alimentacao,ultraprocessados,1
2026-03-30,alimentacao,ultraprocessados,1
2026-03-30,emergentes,vírus nipah,1
2026-03-30,emergentes,vírus nipah,1
2026-03-31,alimentacao,açúcar e saúde,38
2026-03-31,saude-mental,alcoolismo,64
2026-03-31,alimentacao,alergias alimentares,2
2026-03-31,alimentacao,alimentação plant-based,1
2026-03-31,saude-mental,alzheimer,50
2026-03-31,alimentacao,anemia,45
2026-03-31,saude-mental,anorexia nervosa,1
2026-03-31,saude-mental,ansiedade,63
2026-03-31,saude-mental,automutilação,19
2026-03-31,emergentes,avc,46
2026-03-31,saude-mental,burnout,32
2026-03-31,emergentes,calor extremo e saúde,1
2026-03-31,menopausa,cancro da mama,43
2026-03-31,emergentes,candida auris,1
2026-03-31,menopausa,candidíase,36
2026-03-31,alimentacao,colesterol alto,27
2026-03-31,saude-mental,competências socioemocionais,34
2026-03-31,saude-mental,demência,30
2026-03-31,emergentes,dengue europa,42
2026-03-31,saude-mental,dependências,1
2026-03-31,saude-mental,depressão,6
2026-03-31,saude-mental,desinstitucionalização saúde mental,1
2026-03-31,alimentacao,diabetes tipo 2,18
2026-03-31,alimentacao,dieta cetogénica,1
2026-03-31,alimentacao,dieta mediterrânica,22
2026-03-31,alimentacao,doença celíaca,1
2026-03-31,emergentes,doenças cardiovasculares,1
2026-03-31,menopausa,doenças da tiroide,1
2026-03-31,menopausa,endometriose,26
2026-03-31,saude-mental,enxaqueca,54
2026-03-31,saude-mental,equipas comunitárias saúde mental,1
2026-03-31,menopausa,fitoterapia menopausa,1
2026-03-31,saude-mental,fobia social,1
2026-03-31,emergentes,gripe aviária H5N1,1
2026-03-31,menopausa,incontinência urinária,32
2026-03-31,saude-mental,insónia,49
2026-03-31,alimentacao,intolerância à lactose,21
2026-03-31,alimentacao,intolerância ao glúten,21
2026-03-31,alimentacao,jejum intermitente,25
2026-03-31,menopausa,libido menopausa,1
2026-03-31,saude-mental,literacia em saúde mental,1
2026-03-31,emergentes,long covid,52
2026-03-31,emergentes,lúpus,9
2026-03-31,menopausa,menopausa masculina,6
2026-03-31,menopausa,menopausa precoce,1
2026-03-31,menopausa,menopausa sintomas,88
2026-03-31,emergentes,microplásticos sangue,1
2026-03-31,emergentes,mpox portugal,1
2026-03-31,alimentacao,obesidade infantil,1
2026-03-31,menopausa,osteoporose,30
2026-03-31,saude-mental,pânico,29
2026-03-31,saude-mental,perturbação bipolar,1
2026-03-31,saude-mental,perturbação obsessivo-compulsiva,1
2026-03-31,saude-mental,perturbações do espectro do autismo,1
2026-03-31,menopausa,peso na menopausa,1
2026-03-31,emergentes,poluição e saúde,1
2026-03-31,alimentacao,pré-diabetes,1
2026-03-31,saude-mental,prevenção suicídio,1
2026-03-31,saude-mental,PTSD,20
2026-03-31,saude-mental,reabilitação psicossocial,1
2026-03-31,alimentacao,refluxo gastroesofágico,38
2026-03-31,emergentes,resistência antibióticos,23
2026-03-31,emergentes,sarampo surto,1
2026-03-31,saude-mental,saúde mental ensino superior,1
2026-03-31,saude-mental,saúde mental escolar,1
2026-03-31,saude-mental,saúde mental jovens,1
2026-03-31,saude-mental,saúde mental no trabalho,1
2026-03-31,saude-mental,saúde mental sem-abrigo,1
2026-03-31,menopausa,secura vaginal,25
2026-03-31,emergentes,sepsis,35
2026-03-31,alimentacao,síndrome de intestino irritável,1
2026-03-31,menopausa,síndrome do ovário poliquístico,2
2026-03-31,saude-mental,solidão,24
2026-03-31,saude-mental,stress,31
2026-03-31,saude-mental,suicídio,35
2026-03-31,menopausa,suores noturnos,2
2026-03-31,alimentacao,suplementos alimentares,11
2026-03-31,saude-mental,TDAH adulto,1
2026-03-31,menopausa,terapia hormonal,1
2026-03-31,saude-mental,terapia online,3
2026-03-31,alimentacao,ultraprocessados,1
2026-03-31,emergentes,vírus nipah,1
2026-04-01,alimentacao,açúcar e saúde,44
2026-04-01,saude-mental,alcoolismo,69
2026-04-01,alimentacao,alergias alimentares,2
2026-04-01,alimentacao,alimentação plant-based,1
2026-04-01,saude-mental,alzheimer,49
2026-04-01,alimentacao,anemia,46
2026-04-01,saude-mental,anorexia nervosa,1
2026-04-01,saude-mental,ansiedade,67
2026-04-01,saude-mental,automutilação,21
2026-04-01,emergentes,avc,49
2026-04-01,saude-mental,burnout,33
2026-04-01,emergentes,calor extremo e saúde,1
2026-04-01,menopausa,cancro da mama,40
2026-04-01,emergentes,candida auris,1
2026-04-01,menopausa,candidíase,41
2026-04-01,alimentacao,colesterol alto,31
2026-04-01,saude-mental,competências socioemocionais,30
2026-04-01,saude-mental,demência,31
2026-04-01,emergentes,dengue europa,43
2026-04-01,saude-mental,dependências,1
2026-04-01,saude-mental,depressão,6
2026-04-01,saude-mental,desinstitucionalização saúde mental,1
2026-04-01,alimentacao,diabetes tipo 2,19
2026-04-01,alimentacao,dieta cetogénica,1
2026-04-01,alimentacao,dieta mediterrânica,21
2026-04-01,alimentacao,doença celíaca,1
2026-04-01,emergentes,doenças cardiovasculares,1
2026-04-01,menopausa,doenças da tiroide,1
2026-04-01,menopausa,endometriose,27
2026-04-01,saude-mental,enxaqueca,49
2026-04-01,saude-mental,equipas comunitárias saúde mental,1
2026-04-01,menopausa,fitoterapia menopausa,1
2026-04-01,saude-mental,fobia social,1
2026-04-01,emergentes,gripe aviária H5N1,1
2026-04-01,menopausa,incontinência urinária,35
2026-04-01,saude-mental,insónia,46
2026-04-01,alimentacao,intolerância à lactose,19
2026-04-01,alimentacao,intolerância ao glúten,23
2026-04-01,alimentacao,jejum intermitente,24
2026-04-01,menopausa,libido menopausa,1
2026-04-01,saude-mental,literacia em saúde mental,1
2026-04-01,emergentes,long covid,52
2026-04-01,emergentes,lúpus,9
2026-04-01,menopausa,menopausa masculina,7
2026-04-01,menopausa,menopausa precoce,1
2026-04-01,menopausa,menopausa sintomas,90
2026-04-01,emergentes,microplásticos sangue,1
2026-04-01,emergentes,mpox portugal,1
2026-04-01,alimentacao,obesidade infantil,1
2026-04-01,menopausa,osteoporose,34
2026-04-01,saude-mental,pânico,32
2026-04-01,saude-mental,perturbação bipolar,1
2026-04-01,saude-mental,perturbação obsessivo-compulsiva,1
2026-04-01,saude-mental,perturbações do espectro do autismo,1
2026-04-01,menopausa,peso na menopausa,1
2026-04-01,emergentes,poluição e saúde,1
2026-04-01,alimentacao,pré-diabetes,1
2026-04-01,saude-mental,prevenção suicídio,1
2026-04-01,saude-mental,PTSD,23
2026-04-01,saude-mental,reabilitação psicossocial,1
2026-04-01,alimentacao,refluxo gastroesofágico,43
2026-04-01,emergentes,resistência antibióticos,22
2026-04-01,emergentes,sarampo surto,1
2026-04-01,saude-mental,saúde mental ensino superior,1
2026-04-01,saude-mental,saúde mental escolar,1
2026-04-01,saude-mental,saúde mental jovens,1
2026-04-01,saude-mental,saúde mental no trabalho,1
2026-04-01,saude-mental,saúde mental sem-abrigo,1
2026-04-01,menopausa,secura vaginal,21
2026-04-01,emergentes,sepsis,33
2026-04-01,alimentacao,síndrome de intestino irritável,1
2026-04-01,menopausa,síndrome do ovário poliquístico,2
2026-04-01,saude-mental,solidão,24
2026-04-01,saude-mental,stress,27
2026-04-01,saude-mental,suicídio,31
2026-04-01,menopausa,suores noturnos,2
2026-04-01,alimentacao,suplementos alimentares,12
2026-04-01,saude-mental,TDAH adulto,1
2026-04-01,menopausa,terapia hormonal,1
2026-04-01,saude-mental,terapia online,3
2026-04-01,alimentacao,ultraprocessados,1
2026-04-01,emergentes,vírus nipah,1
2026-04-02,alimentacao,açúcar e saúde,48
2026-04-02,saude-mental,alcoolismo,60
2026-04-02,alimentacao,alergias alimentares,2
2026-04-02,alimentacao,alimentação plant-based,1
2026-04-02,saude-mental,alzheimer,52
2026-04-02,alimentacao,anemia,52
2026-04-02,saude-mental,anorexia nervosa,1
2026-04-02,saude-mental,ansiedade,70
2026-04-02,saude-mental,automutilação,19
2026-04-02,emergentes,avc,50
2026-04-02,saude-mental,burnout,31
2026-04-02,emergentes,calor extremo e saúde,1
2026-04-02,menopausa,cancro da mama,35
2026-04-02,emergentes,candida auris,1
2026-04-02,menopausa,candidíase,40
2026-04-02,alimentacao,colesterol alto,32
2026-04-02,saude-mental,competências socioemocionais,33
2026-04-02,saude-mental,demência,33
2026-04-02,emergentes,dengue europa,44
2026-04-02,saude-mental,dependências,1
2026-04-02,saude-mental,depressão,6
2026-04-02,saude-mental,desinstitucionalização saúde mental,1
2026-04-02,alimentacao,diabetes tipo 2,20
2026-04-02,alimentacao,dieta cetogénica,1
2026-04-02,alimentacao,dieta mediterrânica,18
2026-04-02,alimentacao,doença celíaca,1
2026-04-02,emergentes,doenças cardiovasculares,1
2026-04-02,menopausa,doenças da tiroide,1
2026-04-02,menopausa,endometriose,31
2026-04-02,saude-mental,enxaqueca,52
2026-04-02,saude-mental,equipas comunitárias saúde mental,1
2026-04-02,menopausa,fitoterapia menopausa,1
2026-04-02,saude-mental,fobia social,1
2026-04-02,emergentes,gripe aviária H5N1,1
2026-04-02,menopausa,incontinência urinária,32
2026-04-02,saude-mental,insónia,40
2026-04-02,alimentacao,intolerância à lactose,19
2026-04-02,alimentacao,intolerância ao glúten,25
2026-04-02,alimentacao,jejum intermitente,27
2026-04-02,menopausa,libido menopausa,1
2026-04-02,saude-mental,literacia em saúde mental,1
2026-04-02,emergentes,long covid,55
2026-04-02,emergentes,lúpus,9
2026-04-02,menopausa,menopausa masculina,8
2026-04-02,menopausa,menopausa precoce,1
2026-04-02,menopausa,menopausa sintomas,100
2026-04-02,emergentes,microplásticos sangue,1
2026-04-02,emergentes,mpox portugal,1
2026-04-02,alimentacao,obesidade infantil,1
2026-04-02,menopausa,osteoporose,31
2026-04-02,saude-mental,pânico,31
2026-04-02,saude-mental,perturbação bipolar,1
2026-04-02,saude-mental,perturbação obsessivo-compulsiva,1
2026-04-02,saude-mental,perturbações do espectro do autismo,1
2026-04-02,menopausa,peso na menopausa,1
2026-04-02,emergentes,poluição e saúde,1
2026-04-02,alimentacao,pré-diabetes,1
2026-04-02,saude-mental,prevenção suicídio,1
2026-04-02,saude-mental,PTSD,25
2026-04-02,saude-mental,reabilitação psicossocial,1
2026-04-02,alimentacao,refluxo gastroesofágico,37
2026-04-02,emergentes,resistência antibióticos,24
2026-04-02,emergentes,sarampo surto,1
2026-04-02,saude-mental,saúde mental ensino superior,1
2026-04-02,saude-mental,saúde mental escolar,1
2026-04-02,saude-mental,saúde mental jovens,1
2026-04-02,saude-mental,saúde mental no trabalho,1
2026-04-02,saude-mental,saúde mental sem-abrigo,1
2026-04-02,menopausa,secura vaginal,22
2026-04-02,emergentes,sepsis,36
2026-04-02,alimentacao,síndrome de intestino irritável,1
2026-04-02,menopausa,síndrome do ovário poliquístico,2
2026-04-02,saude-mental,solidão,22
2026-04-02,saude-mental,stress,28
2026-04-02,saude-mental,suicídio,28
2026-04-02,menopausa,suores noturnos,2
2026-04-02,alimentacao,suplementos alimentares,14
2026-04-02,saude-mental,TDAH adulto,1
2026-04-02,menopausa,terapia hormonal,1
2026-04-02,saude-mental,terapia online,3
2026-04-02,alimentacao,ultraprocessados,1
2026-04-02,emergentes,vírus nipah,1
2026-04-03,alimentacao,açúcar e saúde,42
2026-04-03,saude-mental,alcoolismo,60
2026-04-03,alimentacao,alergias alimentares,2
2026-04-03,alimentacao,alimentação plant-based,1
2026-04-03,saude-mental,alzheimer,55
2026-04-03,alimentacao,anemia,55
2026-04-03,saude-mental,anorexia nervosa,1
2026-04-03,saude-mental,ansiedade,80
2026-04-03,saude-mental,automutilação,18
2026-04-03,emergentes,avc,48
2026-04-03,saude-mental,burnout,35
2026-04-03,emergentes,calor extremo e saúde,1
2026-04-03,menopausa,cancro da mama,36
2026-04-03,emergentes,candida auris,1
2026-04-03,menopausa,candidíase,41
2026-04-03,alimentacao,colesterol alto,37
2026-04-03,saude-mental,competências socioemocionais,35
2026-04-03,saude-mental,demência,30
2026-04-03,emergentes,dengue europa,38
2026-04-03,saude-mental,dependências,1
2026-04-03,saude-mental,depressão,5
2026-04-03,saude-mental,desinstitucionalização saúde mental,1
2026-04-03,alimentacao,diabetes tipo 2,23
2026-04-03,alimentacao,dieta cetogénica,1
2026-04-03,alimentacao,dieta mediterrânica,18
2026-04-03,alimentacao,doença celíaca,1
2026-04-03,emergentes,doenças cardiovasculares,1
2026-04-03,menopausa,doenças da tiroide,1
2026-04-03,menopausa,endometriose,29
2026-04-03,saude-mental,enxaqueca,48
2026-04-03,saude-mental,equipas comunitárias saúde mental,1
2026-04-03,menopausa,fitoterapia menopausa,1
2026-04-03,saude-mental,fobia social,1
2026-04-03,emergentes,gripe aviária H5N1,1
2026-04-03,menopausa,incontinência urinária,33
2026-04-03,saude-mental,insónia,36
2026-04-03,alimentacao,intolerância à lactose,17
2026-04-03,alimentacao,intolerância ao glúten,22
2026-04-03,alimentacao,jejum intermitente,26
2026-04-03,menopausa,libido menopausa,1
2026-04-03,saude-mental,literacia em saúde mental,1
2026-04-03,emergentes,long covid,49
2026-04-03,emergentes,lúpus,8
2026-04-03,menopausa,menopausa masculina,9
2026-04-03,menopausa,menopausa precoce,1
2026-04-03,menopausa,menopausa sintomas,86
2026-04-03,emergentes,microplásticos sangue,1
2026-04-03,emergentes,mpox portugal,1
2026-04-03,alimentacao,obesidade infantil,1
2026-04-03,menopausa,osteoporose,27
2026-04-03,saude-mental,pânico,29
2026-04-03,saude-mental,perturbação bipolar,1
2026-04-03,saude-mental,perturbação obsessivo-compulsiva,1
2026-04-03,saude-mental,perturbações do espectro do autismo,1
2026-04-03,menopausa,peso na menopausa,1
2026-04-03,emergentes,poluição e saúde,1
2026-04-03,alimentacao,pré-diabetes,1
2026-04-03,saude-mental,prevenção suicídio,1
2026-04-03,saude-mental,PTSD,22
2026-04-03,saude-mental,reabilitação psicossocial,1
2026-04-03,alimentacao,refluxo gastroesofágico,40
2026-04-03,emergentes,resistência antibióticos,23
2026-04-03,emergentes,sarampo surto,1
2026-04-03,saude-mental,saúde mental ensino superior,1
2026-04-03,saude-mental,saúde mental escolar,1
2026-04-03,saude-mental,saúde mental jovens,1
2026-04-03,saude-mental,saúde mental no trabalho,1
2026-04-03,saude-mental,saúde mental sem-abrigo,1
2026-04-03,menopausa,secura vaginal,23
2026-04-03,emergentes,sepsis,32
2026-04-03,alimentacao,síndrome de intestino irritável,1
2026-04-03,menopausa,síndrome do ovário poliquístico,2
2026-04-03,saude-mental,solidão,20
2026-04-03,saude-mental,stress,30
2026-04-03,saude-mental,suicídio,31
2026-04-03,menopausa,suores noturnos,2
2026-04-03,alimentacao,suplementos alimentares,13
2026-04-03,saude-mental,TDAH adulto,1
2026-04-03,menopausa,terapia hormonal,1
2026-04-03,saude-mental,terapia online,3
2026-04-03,alimentacao,ultraprocessados,1
2026-04-03,emergentes,vírus nipah,1
2026-04-04,alimentacao,açúcar e saúde,40
2026-04-04,saude-mental,alcoolismo,53
2026-04-04,alimentacao,alergias alimentares,2
2026-04-04,alimentacao,alimentação plant-based,1
2026-04-04,saude-mental,alzheimer,53
2026-04-04,alimentacao,anemia,59
2026-04-04,saude-mental,anorexia nervosa,1
2026-04-04,saude-mental,ansiedade,71
2026-04-04,saude-mental,automutilação,19
2026-04-04,emergentes,avc,48
2026-04-04,saude-mental,burnout,38
2026-04-04,emergentes,calor extremo e saúde,1
2026-04-04,menopausa,cancro da mama,40
2026-04-04,emergentes,candida auris,1
2026-04-04,menopausa,candidíase,45
2026-04-04,alimentacao,colesterol alto,34
2026-04-04,saude-mental,competências socioemocionais,35
2026-04-04,saude-mental,demência,30
2026-04-04,emergentes,dengue europa,33
2026-04-04,saude-mental,dependências,1
2026-04-04,saude-mental,depressão,5
2026-04-04,saude-mental,desinstitucionalização saúde mental,1
2026-04-04,alimentacao,diabetes tipo 2,21
2026-04-04,alimentacao,dieta cetogénica,1
2026-04-04,alimentacao,dieta mediterrânica,20
2026-04-04,alimentacao,doença celíaca,1
2026-04-04,emergentes,doenças cardiovasculares,1
2026-04-04,menopausa,doenças da tiroide,1
2026-04-04,menopausa,endometriose,32
2026-04-04,saude-mental,enxaqueca,53
